"N.Registro";"Tipo";"Categoría";"Especialidades";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Email";"web";"Q Calidad";"Central Reservas";"Plazas";"GPS.Longitud";"GPS.Latitud";"accesible a personas con discapacidad";
"24/000358";"Hostal Residencia";"2ª - 2 Estrellas";"";"PADRE ISLA II";"Avenida PADRE ISLA 8  1 A";"24002";"León";"León";"LEON";"LEON";"987228097";"";"";"";"";"";"";"9";"";"";"";
"24/000359";"Hostal";"2ª - 2 Estrellas";"";"EL PESCADOR II";"Carretera LEON COLLANZO, KM. 38";"24837";"León";"Cármenes";"FELMIN";"FELMIN";"987576623";"987576470";"";"";"";"";"";"13";"-5,541449";"42,916963";"";
"47/000180";"Hostal Residencia";"2ª - 2 Estrellas";"";"LA MURALLA";"Plaza PLAZA SANTO DOMINGO, 4";"47800";"Valladolid";"Medina de Rioseco";"MEDINA DE RIOSECO";"MEDINA DE RIOSECO";"983700577";"";"";"";"";"";"";"11";"";"";"";
"34/000133";"Hostal";"1ª - 1 Estrella";"";"INFANTA DOÑA LEONOR";"Calle CONDES DE TORENO 1";"34449";"Palencia";"Villalcázar de Sirga";"VILLALCAZAR DE SIRGA";"VILLALCAZAR DE SIRGA";"621323536";"";"";"hostalinfantaleonor@hostalinfantaleonor.com";"www.hostalinfantaleonor.com";"";"";"20";"-4,542393";"42,315924";"";
"09/000276";"Hotel";"2ª - 2 Estrellas";"";"CASA MARTIN";"Calle CL/LA CALZADA,S/N";"09246";"Burgos";"Poza de la Sal";"POZA DE LA SAL";"POZA DE LA SAL";"947302103";"947302102";"";"hotel@casamartin.com";"www.casamartin.com";"";"";"25";"-3,500324";"42,663798";"";
"40/000131";"Hostal Residencia";"2ª - 2 Estrellas";"";"FORNOS";"Calle INFANTA ISABEL, 13  1 A";"40003";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921460198";"";"";"info@hostalfornos.com";"www.hostalfornos.com";"";"";"18";"";"";"";
"49/000153";"Hostal";"2ª - 2 Estrellas";"";"EL CRUCE";"Calle C/ MARTIN, 82";"49516";"Zamora";"Trabazos";"TRABAZOS";"TRABAZOS";"980681064";"980681094";"";"";"";"";"";"38";"-6,496249";"41,744037";"Si";
"37/000278";"Pensión";"Categoría única";"";"EL CASERON II";"BAJADA DEL RIO,28";"37900";"Salamanca";"Santa Marta de Tormes";"SANTA MARTA DE TORMES";"";"923/200040";"923/200137";"";"";"";"";"";"15";"";"";"";
"34/000134";"Pensión";"Categoría única";"";"REAL MONASTERIO DE SANTA CLARA";"Calle SANTA CLARA, 1";"34120";"Palencia";"Carrión de los Condes";"CARRION DE LOS CONDES";"CARRION DE LOS CONDES";"979880134 y fax";"979880994";"";"clarisascarrion@planalfa.es";"www.archimadrid.es/vidaconsagrada/conventos/default.htm";"";"";"15";"-4,598578";"42,336925";"";
"42/000221";"Hostal Residencia";"2ª - 2 Estrellas";"";"HOSTERIA SOLAR DE TEJADA";"Calle CLAUSTRILLA, 1";"42002";"Soria";"Soria";"SORIA";"SORIA";"975230054";"637443244";"";"solardetejada@wanadoo.es";"www.hosteriasolardetejada.com";"";"";"38";"";"";"";
"09/000278";"Hotel";"3ª - 3 Estrellas";"";"SANTO DOMINGO DE SILOS II";"Calle Santo Domingo de Silos 18-20";"09610";"Burgos";"Santo Domingo de Silos";"SANTO DOMINGO DE SILOS";"SANTO DOMINGO DE SILOS";"947 390053";"";"";"reservas@hotelsantodomingodesilos.com";"www.hotelsantodomingodesilos.com";"";"";"76";"-3,41929";"41,962368";"";
"42/000222";"Hostal";"2ª - 2 Estrellas";"";"TORREBLANCA";"Calle NICOLAS ASENJO 79";"42158";"Soria";"Duruelo de la Sierra";"DURUELO DE LA SIERRA";"DURUELO DE LA SIERRA";"975371481";"666551127";"";"TORREBLANCA.DURUELO@GMAIL.COM";"";"";"";"17";"";"";"";
"40/000132";"Hostal";"2ª - 2 Estrellas";"";"EL SOTO";"Carretera CTRA. NACIONAL I, KM. 107";"40593";"Segovia";"Castillejo de Mesleón";"CASTILLEJO DE MESLEON";"CASTILLEJO DE MESLEON";"921557408";"649770783";"";"";"";"";"";"25";"-3,591426";"41,259395";"Si";
"34/000135";"Hostal Residencia";"1ª - 1 Estrella";"";"HOSTAL- BAR "" STOP """;"Calle OTERUELO, 2";"34886";"Palencia";"Velilla del Río Carrión";"VELILLA DEL RIO CARRION";"VELILLA DEL RIO CARRION";"979861438";"";"";"";"www.hostalstop.com";"";"";"18";"-4,847268";"42,825866";"";
"47/000181";"Hostal Residencia";"2ª - 2 Estrellas";"";"ROMA";"VILLAMARCIEL, 16";"47100";"Valladolid";"Tordesillas";"TORDESILLAS";"TORDESILLAS";"654567486";"";"";"";"";"";"";"21";"";"";"";
"24/000365";"Hostal";"2ª - 2 Estrellas";"";"EL GALLO";"CTRA CISTIERNA, 17";"24210";"León";"Mansilla de las Mulas";"MANSILLA DE LAS MULAS";"MANSILLA DE LAS MULAS";"987310343";"987310359";"";"hostalelgallo2006@hotmail.com";"";"";"";"11";"-5,400441";"42,505055";"Si";
"05/000134";"Hotel";"2ª - 2 Estrellas";"";"ANTIKA SNOGA";"Calle REYES CATOLICOS 22";"05001";"Ávila";"Ávila";"AVILA";"AVILA";"920211686";"651827935";"";"reservas@antikasnoga.com";"www.antikasnoga.com";"";"";"43";"";"";"Si";
"47/000183";"Hotel";"4ª - 4 Estrellas";"";"SILKEN JUAN DE AUSTRIA";"Paseo ZORRILLA, 108";"47006";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983457475";"983457658";"";"administracion.juandeaustria@hoteles-silken.com";"www.hoteljuandeaustria.com";"";"";"159";"-4,739061";"41,63864";"Si";
"24/000366";"Pensión";"Categoría única";"";"SUSARON";"Calle EMILIANO ALONSO SANCHEZ LOMBAS 25";"24855";"León";"Puebla de Lillo";"PUEBLA DE LILLO";"PUEBLA DE LILLO";"987731015";"";"";"";"";"";"";"34";"-5,274052";"43,006882";"";
"05/000135";"Hotel Residencia";"2ª - 2 Estrellas";"";"VETTONIA";"Finca EL FRESNILLO, CTRA. ANTIGUA DE CEBREROS, KM. 3";"05003";"Ávila";"Ávila";"AVILA";"*DISEMINADO*";"920353277";"656804865";"";"";"";"";"";"16";"-4,647023";"40,631301";"";
"05/000136";"Hostal Residencia";"2ª - 2 Estrellas";"";"LAS PANERAS";"Finca EL FRESNILLO, CTRA. ANTIGUA DE CEBREROS, KM. 3";"05003";"Ávila";"Ávila";"AVILA";"*DISEMINADO*";"920352059";"656804865";"";"";"";"";"";"38";"-4,646003";"40,631419";"";
"42/000224";"Hostal";"2ª - 2 Estrellas";"";"CASA RÓMULO";"BERROCAL, S/N";"42158";"Soria";"Duruelo de la Sierra";"DURUELO DE LA SIERRA";"DURUELO DE LA SIERRA";"975371067";"";"";"";"";"";"";"18";"";"";"";
"34/000137";"Hostal";"1ª - 1 Estrella";"";"AREA SANDINO";"Carretera C-N - 620, KM. 43";"34260";"Palencia";"Villodrigo";"VILLODRIGO";"VILLODRIGO";"947166071";"947166071";"";"hostal@sandino.es";"www.sandino.es";"";"";"20";"";"";"";
"40/000133";"Hostal";"1ª - 1 Estrella";"";"SINODAL";"Plaza  DE LA FUENTE, S/N S/N";"40340";"Segovia";"Aguilafuente";"AGUILAFUENTE";"AGUILAFUENTE";"921572336";"";"";"";"";"";"";"7";"";"";"";
"40/000134";"Hostal Residencia";"1ª - 1 Estrella";"";"VADAMA";"Calle SANTA CATALINA 8  LOCAL DCHA.";"40003";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921437043";"689415919";"";"HOSTALVADAMA@GMAIL.COM";"www.hostalvadama.es";"";"";"13";"-4,112407";"40,951602";"";
"09/000280";"Hostal";"1ª - 1 Estrella";"";"EL CRUCE";"Carretera CTRA. AGUILERA , Nº 28";"09400";"Burgos";"Aranda de Duero";"ARANDA DE DUERO";"*DISEMINADO*";"947 512803";"947 512 448";"";"";"";"";"";"10";"-3,696433";"41,67647";"";
"47/000184";"Hotel";"4ª - 4 Estrellas";"";"CONDE ANSUREZ";"Avenida GIJÓN 100";"47009";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983015500";"983362310";"";"hotel@condeansurez.com";"condeansurez.com";"";"";"88";"-4,757078";"41,66074";"";
"49/000154";"Hotel";"4ª - 4 Estrellas";"";"CONVENTO   I";"Carretera ESTACIÓN";"49530";"Zamora";"Coreses";"CORESES";"CORESES";"980500422";"980500419";"980500423";"info@hotel-convento.com";"www.hotelconvento.es";"";"";"133";"-5,615247";"41,537429";"Si";
"09/000281";"Hostal";"2ª - 2 Estrellas";"";"VILLARREAL";"Calle Dehesilla, 2";"09680";"Burgos";"Palacios de la Sierra";"PALACIOS DE LA SIERRA";"PALACIOS DE LA SIERRA";"622956962";"";"";"marianagenovam@gmail.com";"";"";"";"22";"-3,119664";"41,967651";"";
"09/000282";"Hostal";"2ª - 2 Estrellas";"";"IACOBUS";"Paseo Puerta del Monte 3";"09110";"Burgos";"Castrojeriz";"CASTROJERIZ";"CASTROJERIZ";"609836385";"";"";"retiro07@live.com";"";"";"";"25";"";"";"";
"47/000185";"Pensión";"Categoría única";"";"LA LOBA";"Carretera  NACIONAL VI, KM. 175";"47490";"Valladolid";"Rueda";"RUEDA";"RUEDA";"983868300";"";"";"rueda@eslaloba.com";"";"";"";"11";"";"";"";
"34/000138";"Hostal";"1ª - 1 Estrella";"";"CAMINO REAL";"Calle TRASERA MAYOR, 8";"34309";"Palencia";"Cervatos de la Cueza";"CALZADILLA DE LA CUEZA";"CALZADILLA DE LA CUEZA";"979883187";"";"";"www.cesaracero2004@yahoo.es";"";"";"";"33";"-4,804451";"42,328544";"Si";
"24/000367";"Hotel Residencia";"4ª - 4 Estrellas";"";"HOTEL DEL POZO";"CTRA. SANTANDER, KM 4,8   (N-621)";"24197";"León";"Villaquilambre";"VILLARRODRIGO DE LAS REGUERAS";"VILLARRODRIGO DE LAS REGUERAS";"987281903";"987281712";"";"hoteldelpozo@hoteldelpozo.com";"www.hoteldelpozo.com";"";"";"114";"";"";"Si";
"37/000282";"Pensión";"Categoría única";"";"EUREKA";"SERRANOS,34-1º";"37008";"Salamanca";"Salamanca";"SALAMANCA";"";"923210362";"";"";"";"";"";"";"7";"";"";"";
"37/000284";"Hostal Residencia";"1ª - 1 Estrella";"";"RIOFRIO";"Carretera ALAMEDA DE RIOFRIO, 19";"37700";"Salamanca";"Béjar";"PALOMARES";"PALOMARES";"923403313";"";"";"";"";"";"";"15";"-5,741579";"40,390892";"";
"24/000368";"Hotel";"4ª - 4 Estrellas";"";"LUIS DE LEON";"Calle FRAY LUIS DE LEON, 26";"24005";"León";"León";"LEON";"LEON";"987218820";"";"";"luisdeleon@hoteles-silken.com";"www.hoteles-silken.comwww.hotelluisdeleon.com";"";"";"212";"";"";"Si";
"37/000285";"Hostal Residencia";"1ª - 1 Estrella";"";"CATEDRAL";"LA RUA, 46, 1º";"37008";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923270614";"";"";"";"";"";"";"9";"";"";"";
"40/000136";"Hotel";"2ª - 2 Estrellas";"";"FLORIDA";"Carretera CL-601 KM 57";"40200";"Segovia";"Cuéllar";"CUELLAR";"*DISEMINADO*";"921140368";"";"";"NAVALCANTO1959@GMAIL.COM";"WWW.RESTAURANTEHOTELFLORIDA.ES";"";"";"19";"";"";"";
"42/000226";"Hostal Residencia";"2ª - 2 Estrellas";"";"AREVACOS";"CLEMENTE SAENZ, 8 BIS";"42002";"Soria";"Soria";"SORIA";"";"975212832";"610424021";"";"soria@hostalarevacos.com";"www.hostalarevacos.com";"";"";"21";"";"";"";
"47/000188";"Hotel";"4ª - 4 Estrellas";"";"LASA SPORT";"Carretera RUEDA 187";"47008";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"673264330";"";"";"gerencia.h.risesa@gmail.com";"WWW.LASASPORTHOTEL.COM";"";"";"82";"-4,75446";"41,602948";"Si";
"09/000279";"Hotel";"3ª - 3 Estrellas";"";"MESON DEL CID II";"Calle Fernán González, 64";"09003";"Burgos";"Burgos";"BURGOS";"BURGOS";"947208715";"";"";"reservas @mesondelcid.es";"www.mesondelcid.es";"";"";"53";"-3,705702";"42,340497";"";
"40/000138";"Pensión";"Categoría única";"";"EL GATO";"Plaza  EL SALVADOR 10";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"651104688";"";"";"";"www.infosegovia.com/alojamiento/elgato";"";"";"12";"-4,113772";"40,946618";"";
"42/000227";"Hostal Residencia";"2ª - 2 Estrellas";"";"REVINUESA";"CASTILLO DE VINUESA, 12";"42150";"Soria";"Vinuesa";"VINUESA";"VINUESA";"975378147";"";"";"";"";"";"";"40";"";"";"";
"34/000139";"Hostal";"2ª - 2 Estrellas";"";"ZAMORANO";"Carretera CTRA BURGOS-PORTUGAL, KM 96";"34210";"Palencia";"Dueñas";"DUEÑAS";"DUEÑAS";"979761427";"979761131";"";"";"";"";"";"26";"-4,551967";"41,857883";"";
"09/000284";"Hotel";"3ª - 3 Estrellas";"";"LA ALHAMA";"Avenida Valle de Losa, s/n";"09500";"Burgos";"Medina de Pomar";"MEDINA DE POMAR";"MEDINA DE POMAR";"947190846";"";"";"info@hralhama.es";"www.hralhama.es";"";"";"34";"-3,474127";"42,935683";"Si";
"09/000285";"Hotel";"3ª - 3 Estrellas";"";"SILOS 2000";"Calle C/ SANTO DOMINGO DE SILOS, Nº 74";"09610";"Burgos";"Santo Domingo de Silos";"SANTO DOMINGO DE SILOS";"SANTO DOMINGO DE SILOS";"947 390132";"";"";"reservas@hotelsilos2000.es";"www.hotelsilos2000.es.";"";"";"54";"-3,422591";"41,962894";"Si";
"37/000286";"Hotel Residencia";"2ª - 2 Estrellas";"";"PLACENTINOS MICROTEL";"Calle PLACENTINOS 9";"37008";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923281531";"620739521";"";"reservas@microtelplacentinos.com";"www.microtelplacentinos.com";"";"";"13";"";"";"Si";
"34/000140";"Hostal";"1ª - 1 Estrella";"";"ROSARIO";"AVDA. DEL CARMEN, 4";"34470";"Palencia";"Buenavista de Valdavia";"BUENAVISTA DE VALDAVIA";"BUENAVISTA DE VALDAVIA";"979895270";"979895008";"";"";"";"";"";"22";"";"";"";
"42/000230";"Hostal Residencia";"2ª - 2 Estrellas";"";"ALDA RIO DUERO";"Calle JOSE LUIS PALOMAR 8";"42001";"Soria";"Soria";"SORIA";"SORIA";"975225555";"";"";"";"";"";"";"46";"-2,473733";"41,771355";"";
"09/000286";"Hotel";"4ª - 4 Estrellas";"";"FINCA TORREMILANOS";"Camino CAMINO TORREMILANOS, S/N";"09400";"Burgos";"Aranda de Duero";"ARANDA DE DUERO";"*DISEMINADO*";"947512852";"";"";"hotel@torremilanos.com";"www.torremilanos.com";"";"";"74";"-3,729249";"41,655705";"";
"37/000287";"Pensión";"Categoría única";"";"TRES COLUMNAS";"CARRETERA DE SALAMANCA, NÚM. 47";"37500";"Salamanca";"Ciudad Rodrigo";"CIUDAD RODRIGO";"CIUDAD RODRIGO";"923/46.19.18";"";"";"";"";"";"";"6";"-6,5270555";"40,6056833";"";
"05/000137";"Hostal";"1ª - 1 Estrella";"";"GOYA";"Calle PASTELERIA 8";"05500";"Ávila";"Piedrahíta";"PIEDRAHITA";"PIEDRAHITA";"920360720";"655221463";"";"info@hostaldegoya.com";"www.hostaldegoya.com";"";"";"36";"-5,327657";"40,464498";"";
"05/000138";"Hostal";"1ª - 1 Estrella";"";"MESÓN LAS CHULETAS";"Calle CAMINO CUEVAS DEL ÁGUILA, Nº 1";"05418";"Ávila";"Arenas de San Pedro";"RAMACASTAÑAS";"RAMACASTAÑAS";"920370885";"";"";"";"";"";"";"34";"-5,047579";"40,18446";"";
"42/000231";"Hostal";"1ª - 1 Estrella";"";"VENTA DE CORPES";"REAL, 39";"42328";"Soria";"Castillejo de Robledo";"CASTILLEJO DE ROBLEDO";"";"975355030";"";"";"";"";"";"";"11";"";"";"";
"09/000287";"Pensión";"Categoría única";"";"SANTIAGO";"Calle Santiago 8 BIS";"09007";"Burgos";"Burgos";"BURGOS";"BURGOS";"669368656";"";"";"";"";"";"";"12";"-3,674743";"42,349603";"";
"40/000139";"Hostal Residencia";"1ª - 1 Estrella";"";"TARAY";"Calle CUESTA DE SAN BARTOLOME, S/N";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921463041";"";"";"";"";"";"";"15";"";"";"Si";
"37/000288";"Hostal Residencia";"2ª - 2 Estrellas";"";"GRANADA";"Calle FRAY LUIS DE GRANADA 12";"37007";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923622977";"";"";"reservas@hostalgranadasalamanca.com";"www.hostalgranadasalamanca.com";"";"";"23";"";"";"Si";
"24/000371";"Hotel Apartamento";"2ª - 2 Estrellas";"";"PEPE Y MARI";"Carretera VIEJA  s/n";"24148";"León";"Barrios de Luna (Los)";"BARRIOS DE LUNA (LOS)";"BARRIOS DE LUNA (LOS)";"987581414";"";"";"";"";"";"";"16";"-5,861391";"42,845021";"Si";
"05/000139";"Hostal Residencia";"2ª - 2 Estrellas";"";"LUNA";"Calle D. DOMINGO LABAJOS, Nº 19 Y LAS NIEVES, Nº 2";"05480";"Ávila";"Candeleda";"CANDELEDA";"CANDELEDA";"920382265";"616498786";"";"clientes@lunacandeleda.com";"www.lunacandeleda.com";"";"";"8";"-5,240609";"40,154791";"";
"37/000289";"Hotel";"4ª - 4 Estrellas";"";"EMPERATRIZ III";"Avenida AVDA. PADRES PAULES, 2";"37900";"Salamanca";"Santa Marta de Tormes";"SANTA MARTA DE TORMES";"SANTA MARTA DE TORMES";"923281599";"923281665";"";"info@emperatrizhotel.com   reservas@emperatrizhotel.com";"www.emperatrizhotel.com";"";"";"147";"-5,65352";"40,95151";"Si";
"24/000373";"Pensión";"Categoría única";"";"MESON AGOGA";"Calle LAS MEDULAS";"24442";"León";"Carucedo";"MEDULAS (LAS)";"MEDULAS (LAS)";"987422844";"";"";"";"";"";"";"8";"-6,76643";"42,455662";"";
"05/000140";"Hostal";"1ª - 1 Estrella";"";"EL CHATO";"Calle SANTA TERESA, 87";"05110";"Ávila";"Barraco (El)";"BARRACO (EL)";"BARRACO (EL)";"920281024";"";"";"";"";"";"";"6";"-4,641673";"40,476389";"";
"34/000141";"Hostal Residencia";"2ª - 2 Estrellas";"";"SALDAÑA";"Avenida AVDA. REYES CATOLICOS 4";"34100";"Palencia";"Saldaña";"SALDAÑA";"SALDAÑA";"979891108";"";"";"";"";"";"";"23";"-4,735833";"42,518818";"Si";
"40/000141";"Hostal Residencia";"1ª - 1 Estrella";"";"POSADA LA PANADERA";"Calle CONDE DE SEPÚLVEDAS 16";"40300";"Segovia";"Sepúlveda";"SEPULVEDA";"SEPULVEDA";"921540377";"616661943";"";"marianhrpa@hotmail.com";"";"";"";"13";"";"";"";
"40/000140";"Hotel";"4ª - 4 Estrellas";"";"SEGOVIA SIERRA DE GUADARRAMA";"Calle RIO TAJO, S/N.- URB. L. ANGELES  S. RAFAEL";"40424";"Segovia";"Espinar (El)";"ANGELES DE SAN RAFAEL (LOS)";"ANGELES DE SAN RAFAEL (LOS)";"921195800";"";"";"atencionalcliente@angelesdesanrafael.com";"www.angelesdesanrafael.com";"";"";"269";"-4,208731";"40,775941";"Si";
"40/000142";"Pensión";"Categoría única";"";"RUBESARA";"AVDA. DE LA ESTACION, 3";"40590";"Segovia";"Santo Tomé del Puerto";"VILLAREJO";"VILLAREJO";"921557351";"";"";"";"";"";"";"8";"-3,5780484";"41,1937346";"";
"49/000155";"Residencia Apartamento";"1ª - 1 Estrella";"";"EL FONTANO";"Carretera LAGO S/N";"49360";"Zamora";"Galende";"GALENDE";"GALENDE";"980626732";"";"";"";"";"";"";"24";"-6,664294";"42,104623";"";
"24/000374";"Pensión";"Categoría única";"";"BERNESGA I";"AVDA. SAN IGNACIO DE LOYOLA, 62";"24010";"León";"San Andrés del Rabanedo";"SAN ANDRES DEL RABANEDO";"SAN ANDRES DEL RABANEDO";"636615661";"";"";"korea-rubio@hotmail.com";"";"";"";"8";"-5,592516";"42,606931";"";
"37/000290";"Hostal Residencia";"1ª - 1 Estrella";"";"EL POZO";"LAGUNA,43";"37797";"Salamanca";"Calzada de Valdunciel";"CALZADA DE VALDUNCIEL";"CALZADA DE VALDUNCIEL";"923310152";"";"";"";"";"";"";"7";"";"";"";
"47/000191";"Hotel";"2ª - 2 Estrellas";"";"IBIS VALLADOLID";"Avenida DEL EURO (CENTROLID) 1";"47009";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983362111";"";"";"h3204-gm@ACCOR.COM";"www.ibis.com";"";"";"135";"-4,719072";"41,674352";"Si";
"42/000233";"Hotel";"4ª - 4 Estrellas";"";"VILLA DE ALMAZÁN";"Avenida  DE SORIA 29";"42200";"Soria";"Almazán";"ALMAZAN";"ALMAZAN";"975300611";"";"";"hotelvilladealmazan@wanadoo.es";"hotelvilladealmazan.com";"Si";"";"74";"-2,537076";"41,493757";"Si";
"40/000143";"Hotel";"3ª - 3 Estrellas";"";"SPORT HOTEL NAYADE";"Avenida VENECIA, S/N, URB. LOS ANGELES DE SAN RAFAEL S/N";"40424";"Segovia";"Vegas de Matute";"VEGAS DE MATUTE";"VEGAS DE MATUTE";"921171208";"";"";"ATENCIONALCLIENTE@ANGELESDESANRAFAEL.COM";"www.angelesdesanrafael.com";"";"";"229";"-4,244663";"40,786779";"";
"37/000291";"Pensión";"Categoría única";"";"SWEET HOME SALAMANCA";"Calle JESÚS 24  BJ";"37002";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923265461";"699995746";"";"";"";"";"";"25";"";"";"";
"49/000156";"Hostal";"2ª - 2 Estrellas";"";"MASTER";"Carretera MADRID 58";"49630";"Zamora";"Villalpando";"VILLALPANDO";"VILLALPANDO";"980660266";"980660868";"";"jpgcastilla@gmail.com";"";"";"";"21";"-5,420189";"41,865705";"";
"05/000130";"Hostal";"1ª - 1 Estrella";"";"EL PATIO";"Calle PALOMA 63";"05267";"Ávila";"San Bartolomé de Pinares";"SAN BARTOLOME DE PINARES";"SAN BARTOLOME DE PINARES";"603386363";"";"";"";"";"";"";"6";"-4,230976";"40,626608";"";
"42/000234";"Hostal";"2ª - 2 Estrellas";"";"PUERTA DE LA VILLA";"ARCO DE LA VILLA, 5";"42200";"Soria";"Almazán";"ALMAZAN";"ALMAZAN";"975310415";"";"";"";"";"";"";"20";"";"";"";
"47/000192";"Hotel";"5ª - 5 Estrellas";"";"ARZUAGA";"Carretera NACIONAL.122   ARANDA - VALLADOLID, KM. 325";"47350";"Valladolid";"Quintanilla de Onésimo";"QUINTANILLA DE ONESIMO";"QUINTANILLA DE ONESIMO";"983681146";"983687004";"";"hotel@arzuaganavarro.combodeg@arzuaganavarro.com";"www.arzuaganavarro.com";"";"";"185";"-4,323784";"41,628217";"Si";
"24/000375";"Hotel";"4ª - 4 Estrellas";"";"AC HOTEL SAN ANTONIO";"Calle C/ VELAZQUEZ, 10";"24005";"León";"León";"LEON";"LEON";"987218444";"";"";"acleon@ac-hoteles.com";"www.ac-hoteles.com";"";"";"153";"-5,569051";"42,590203";"";
"24/000376";"Hotel";"2ª - 2 Estrellas";"";"VILLAPALOMA";"Avenida AVDA. ASTORGA, 47";"24198";"León";"Valverde de la Virgen";"VIRGEN DEL CAMINO (LA)";"VIRGEN DEL CAMINO (LA)";"987300990";"629432612";"";"villapaloma@argored.com";"";"";"";"57";"-5,638471";"42,581434";"Si";
"05/000141";"Hotel";"2ª - 2 Estrellas";"";"ALARDOS DE SAN JUAN";"PARAJE LAS HIGUEROLAS";"05489";"Ávila";"Candeleda";"RASO (EL)";"RASO (EL)";"927565033";"619502200";"";"clientes@hotelalardos.com";"www.hotelalardos.com";"";"";"45";"-5,359881";"40,157541";"Si";
"40/000144";"Hotel";"2ª - 2 Estrellas";"";"PRADO PINILLA";"URBANIZACION PRADO PINILLA, S/N";"40516";"Segovia";"Fresno de Cantespino";"FRESNO DE CANTESPINO";"";"921125165";"";"";"";"";"";"";"19";"";"";"Si";
"24/000378";"Hostal Residencia";"2ª - 2 Estrellas";"";"SAN FROILAN";"AVDA. PEREGRINOS, 1";"24198";"León";"Valverde de la Virgen";"VIRGEN DEL CAMINO (LA)";"";"987302019";"";"";"";"";"";"";"40";"";"";"";
"05/000142";"Hostal";"2ª - 2 Estrellas";"";"EL PORTICO";"Avenida AVDA. JUAN CARLOS I, Nº 27";"05004";"Ávila";"Ávila";"AVILA";"AVILA";"920352441";"";"";"";"";"";"";"23";"-4,672907";"40,662388";"";
"09/000289";"Hotel Residencia";"2ª - 2 Estrellas";"";"VILLA DE LERMA";"Calle Cuesta, 7";"09340";"Burgos";"Lerma";"LERMA";"LERMA";"645955835";"";"";"info@valledeoca.com";"";"";"";"30";"-3,75823";"42,02574";"";
"37/000292";"Hostal";"1ª - 1 Estrella";"";"COMPLEJO CAMPO DE ARGAÑAN";"CRUCE DE ESPEJA, S/N";"37497";"Salamanca";"Espeja";"ESPEJA";"ESPEJA";"923 483835";"";"";"";"";"";"";"16";"";"";"";
"24/000379";"Residencia Apartamento";"2ª - 2 Estrellas";"";"SIGLO XXI";"CALLE MOISES DE LEON, BLOQUE 47";"24006";"León";"León";"LEON";"LEON";"987218868";"";"";"";"";"";"";"14";"-5,55825";"42,58979";"";
"24/000381";"Hotel";"3ª - 3 Estrellas";"";"PONFERRADA PLAZA";"Calle CALLE ESCRITORES, 6";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987406171";"";"";"ponferradaplaza@hotelponferradaplaza.es";"www.hotelponferradaplaza.es";"";"";"76";"";"";"Si";
"37/000293";"Hostal Residencia";"1ª - 1 Estrella";"";"PLAZA";"Plaza PLAZA MAYOR - C/ SANCHEZ ARJONA, 2";"37500";"Salamanca";"Ciudad Rodrigo";"CIUDAD RODRIGO";"CIUDAD RODRIGO";"923460664";"";"";"";"";"";"";"12";"";"";"Si";
"42/000235";"Hostal";"2ª - 2 Estrellas";"";"LA CERCA";"CAMINO DE LA DEHESA, S/N";"42223";"Soria";"Morón de Almazán";"MORON DE ALMAZAN";"";"975306178";"";"";"";"";"";"";"9";"";"";"";
"05/000143";"Hostal Residencia";"1ª - 1 Estrella";"";"NIAGARA";"Calle DEL PUERTO 24";"05450";"Ávila";"Casavieja";"CASAVIEJA";"CASAVIEJA";"910869943";"600226725";"";"bar.hostal.jg@gmail.com";"";"";"";"18";"-4,76601";"40,28302";"";
"47/000193";"Hotel Residencia";"4ª - 4 Estrellas";"";"AMADEUS";"Calle C/ MONTERO CALVO, 16-18";"47001";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983219444";"";"";"hotelamadeus@hotelamadeus.net";"www.hotelamadeus.net";"";"";"53";"-4,7266306";"41,6495667";"Si";
"37/000295";"Hotel Residencia";"3ª - 3 Estrellas";"";"EUROWEST";"Calle PICO DEL NARANCO,2";"37008";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923194021";"";"";"info@hoteleurowest.com";"www.hoteleurostar.com";"";"";"48";"-5,672592";"40,952157";"Si";
"47/000194";"Hostal Residencia";"1ª - 1 Estrella";"";"CAMPO";"C/ NUEVA, S/N";"47300";"Valladolid";"Peñafiel";"PEÑAFIEL";"PEÑAFIEL";"983873192";"";"";"";"";"";"";"48";"-4,116871";"41,603325";"";
